AS_events	E2F Targets	G2M Checkpoint	Mitotic Spindle	Oxidative Phosphorylation	Myc Targets V2	Mtorc1 Signaling	DNA Repair	Estrogen Response Late	Androgen Response	Glycolysis	Unfolded Protein Response	Myogenesis	Adipogenesis	Myc Targets V1	Hedgehog Signaling	Spermatogenesis	Estrogen Response Early	Heme Metabolism	Coagulation	UV Response Dn	Interferon Alpha Response	Hypoxia	Apical Junction	Bile Acid Metabolism	Apoptosis	Complement	Protein Secretion	UV Response Up	KRAS Signaling Up	Notch Signaling	Epithelial Mesenchymal Transition	Angiogenesis	TGB Beta Signaling	KRAS Signaling Dn	Xenobiotic Metabolism	P53 Pathway	Inflammatory Response	Wnt Beta Catenin Signaling	Allograft Rejection	Peroxisome	TNFa Signaling Via NFkB	Fatty Acid Metabolism	Pancreas Beta Cells	Apical Surface	IL6 JAK STAT3 Signaling	Interferon Gamma Response	IL2 STAT5 Signaling	PI3K AKT mTOR Signaling	Reactive Oxigen Species Pathway	Cholesterol Homeostasis
STAU1_chr20_-_47795658_47795781_47770608_47804652	-0.434457471	-0.441328725	-0.480842108	0.562371216	-0.383860722	-0.319965047	NaN	NaN	NaN	-0.459425116	NaN	NaN	NaN	NaN	-0.467590443	-0.577703508	NaN	-0.519316051	-0.526710785	NaN	NaN	NaN	NaN	-0.574423504	NaN	-0.506924452	NaN	-0.39327034	-0.303312532	NaN	NaN	-0.409925454	NaN	-0.528282019	-0.449669653	NaN	-0.412939591	NaN	-0.346583052	-0.300427955	NaN	NaN	-0.446421328	-0.322533768	NaN	NaN	-0.330582854	NaN	NaN	NaN
RP11-73M18.2_chr14_+_104040443_104040507_104029461_104053610	-0.344042149	-0.327593829	-0.332050353	0.315098412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.373603744	NaN	NaN	-0.339760891	NaN	NaN	NaN	NaN	-0.383890713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PKIG_chr20_+_43211225_43211372_43160619_43218437	-0.391957047	-0.38467351	-0.344773218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.315425201	0.33180062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.331945023	NaN	NaN	NaN	NaN	0.306984169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SNU13_chr22_-_42078359_42078591_42076368_42084797	NaN	NaN	NaN	-0.43401048	NaN	NaN	NaN	-0.322951409	-0.308143823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MICAL3_chr22_-_18309219_18309282_18305826_18314619	-0.545911288	-0.539201338	-0.513027208	NaN	-0.44871247	-0.406585962	-0.310666779	NaN	NaN	NaN	NaN	0.385969049	0.396523855	-0.34880979	NaN	NaN	NaN	NaN	NaN	0.300977678	NaN	0.325237435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AFMID_chr17_+_76200736_76200822_76198832_76202026	-0.36577715	-0.384302514	-0.369817231	NaN	NaN	-0.393491798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.417357296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.335521066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
C12orf4_chr12_-_4627939_4628046_4614546_4634419	0.399535351	0.403009563	0.391417598	0.337184667	0.445866276	0.446107039	0.461567459	NaN	NaN	NaN	0.35072324	NaN	NaN	0.446100915	0.393917024	NaN	NaN	0.316468829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.353183419
AFMID_chr17_+_76201520_76201599_76200981_76202026	NaN	NaN	NaN	NaN	-0.323329937	-0.358975965	NaN	NaN	NaN	-0.32898438	-0.305667563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HNMT_chr2_+_138724666_138724956_138722198_138727734	-0.414988573	-0.414259987	-0.454919445	NaN	-0.303491101	-0.49253782	-0.446691248	NaN	NaN	-0.398471161	-0.3175005	NaN	NaN	NaN	NaN	NaN	NaN	-0.391552357	NaN	-0.419026089	-0.309313875	NaN	NaN	NaN	NaN	-0.392964208	-0.473601936	-0.30198108	NaN	NaN	NaN	NaN	-0.42074443	NaN	NaN	NaN	-0.302810064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.346377521	NaN	-0.311555635
INF2_chr14_+_105181620_105181677_105181193_105185131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.347664586	NaN	NaN	NaN	-0.334901062	NaN	NaN	NaN	-0.360074198	NaN	-0.307812237	-0.34380409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.317214023	NaN	NaN	NaN	NaN	NaN	-0.337146112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AP2M1_chr3_+_183898432_183898438_183898039_183898636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.325431131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.302872648	NaN	-0.308315102	NaN	-0.331075107	NaN	NaN	NaN	-0.30850494	-0.39088391	-0.343667011	NaN	NaN	NaN
TAF1D_chr11_-_93464315_93464382_93463878_93467790	NaN	NaN	-0.317708856	0.383379164	NaN	NaN	NaN	NaN	NaN	-0.351830148	NaN	NaN	NaN	NaN	NaN	-0.425094481	NaN	-0.549976803	-0.361071737	NaN	NaN	NaN	NaN	-0.451043949	NaN	-0.407895921	NaN	-0.304729973	NaN	NaN	NaN	NaN	NaN	-0.407777799	NaN	NaN	-0.373528844	NaN	-0.329793393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.306997286	NaN	NaN	NaN
LRRFIP1_chr2_+_238626404_238626452_238617273_238628165	-0.464146866	-0.436689813	-0.457724145	0.382057698	-0.351568377	-0.334407723	NaN	NaN	NaN	NaN	NaN	0.36037189	0.439969082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GOLIM4_chr3_-_167758573_167758657_167754782_167759179	-0.371194871	-0.334006287	-0.326044249	NaN	NaN	NaN	NaN	0.316757315	NaN	NaN	NaN	NaN	0.324381467	NaN	NaN	NaN	0.326005877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.316915923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PTBP2_chr1_+_97271974_97272008_97270495_97272421	NaN	NaN	NaN	0.373199286	NaN	NaN	NaN	0.390257274	NaN	NaN	NaN	NaN	0.423381836	NaN	NaN	NaN	0.363557781	NaN	NaN	0.309763203	NaN	0.319224276	0.317768405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.334436759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SYNE4_chr19_-_36497503_36497573_36496339_36498026	-0.379561234	-0.365400718	-0.371700275	0.399061375	NaN	NaN	NaN	0.358393175	NaN	NaN	NaN	NaN	0.344084483	NaN	NaN	NaN	0.337824225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LIMS2_chr2_-_128431251_128431317_128415136_128432587	NaN	NaN	NaN	-0.343592229	NaN	NaN	NaN	-0.412390139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.330669415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SMC5_chr9_+_72961520_72961565_72959185_72961981	NaN	NaN	NaN	-0.33507178	NaN	NaN	NaN	NaN	-0.44889966	NaN	-0.319810319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PPP1R12A_chr12_-_80173118_80173131_80172380_80175594	-0.460898969	-0.447027256	-0.459050067	0.385224793	-0.319885197	-0.302917171	NaN	NaN	NaN	NaN	NaN	0.387911678	0.485091519	NaN	NaN	NaN	0.343438773	NaN	NaN	0.312721378	NaN	0.396491222	0.31199228	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
OSTC_chr4_+_109584388_109584462_109576813_109588402	NaN	NaN	NaN	0.452557075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.590268288	-0.526044549	-0.429196521	-0.463758771	-0.398827813	NaN	NaN	-0.470171748	NaN	-0.445745594	NaN	-0.598132875	NaN	NaN	-0.547513215	NaN	NaN	-0.402568453	NaN	-0.52638104	-0.38746166	NaN	-0.472068318	NaN	NaN	NaN	NaN	NaN	-0.379842836	-0.544363662	NaN	NaN	NaN	NaN	NaN	NaN
ZC3H11A_chr1_+_203765420_203765729_203764922_203770702	0.304313561	NaN	NaN	-0.5040027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.329432009	NaN	NaN	0.344483734	NaN	NaN	0.326260489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ETHE1_chr19_-_44030352_44030501_44015718_44030666	0.305912732	0.351975185	NaN	NaN	0.322070936	0.325999323	0.358700707	0.357323726	0.312867185	NaN	0.364210179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.357099736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BCS1L_chr2_+_219524759_219524889_219524466_219526481	NaN	NaN	NaN	0.309333401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.315531656	NaN	-0.477941046	NaN	-0.305562579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.304498923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MINK1_chr17_+_4762507_4762623_4736935_4781611	-0.455782024	-0.464756894	-0.444628594	NaN	-0.367311827	-0.423407261	-0.380821582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RHBDD1_chr2_+_227704124_227704343_227700803_227729319	NaN	NaN	NaN	-0.309608073	NaN	NaN	NaN	-0.451457151	-0.337834126	NaN	NaN	NaN	-0.334161346	NaN	NaN	NaN	-0.430053983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.333294431	NaN	NaN	NaN	-0.323809224	NaN	NaN	NaN	NaN	NaN	NaN	-0.325346614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.311736089	NaN	NaN	NaN	NaN	NaN	NaN
DAZAP1_chr19_+_1425876_1425959_1422395_1428840	0.449546994	0.478051166	0.429483726	0.366477765	0.528204691	0.545113937	0.558131216	0.359163624	0.383476497	0.398163503	0.513143011	NaN	NaN	0.400871657	0.346660167	NaN	NaN	NaN	NaN	NaN	0.416777472	NaN	NaN	NaN	0.302776818	NaN	0.331799916	0.318877461	0.314968507	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.330258957	NaN	0.344355185	NaN	0.330542756	NaN	NaN	NaN	0.35930666	0.336166759	NaN	NaN	NaN	NaN
PIP5K1A_chr1_+_151196846_151196882_151196755_151199795	-0.309705376	NaN	-0.301861499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PDCD5_chr19_+_33075860_33075917_33073138_33078158	-0.553757303	-0.487794868	-0.49239037	0.411577677	NaN	-0.430631882	NaN	0.332608061	0.449682491	NaN	NaN	NaN	NaN	-0.419990116	NaN	-0.363226756	NaN	NaN	-0.39396547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.350898174	NaN	NaN	NaN	NaN	NaN	NaN	NaN
XIRP2_chr2_+_168099078_168108457_168098420_168110541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.444186527	NaN	NaN	0.429973382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.352694332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4116491	NaN	NaN	NaN	NaN	0.379702928	NaN	NaN	NaN	NaN
ARL16_chr17_-_79649520_79649705_79649179_79650042	NaN	NaN	NaN	-0.373432404	NaN	NaN	-0.359936107	-0.402988827	NaN	NaN	-0.343320307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DOCK6_chr19_-_11339973_11340066_11339711_11342860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.304634557	NaN	NaN	NaN	NaN	NaN	NaN	-0.358359833	NaN	NaN	-0.304289741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PEX2_chr8_-_77900542_77900574_77896431_77912225	NaN	NaN	-0.329223497	0.599473452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.515674727	NaN	-0.451649654	-0.428713395	NaN	NaN	NaN	NaN	-0.428875821	NaN	-0.34695818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.370303547	-0.35338795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.352288699	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RAB40B_chr17_-_80654264_80654729_80622432_80656330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.397833841	NaN	NaN	NaN	NaN	NaN	-0.311131446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
UPP1_chr7_+_48142893_48143008_48141579_48146469	0.361290117	0.360851755	0.356689305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MEF2D_chr1_-_156446285_156446306_156445029_156446803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.384533449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.304738629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TTC7B_chr14_-_91069596_91069647_91044652_91077085	NaN	NaN	NaN	NaN	-0.309844314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.367443397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GATAD2A_chr19_+_19612777_19612852_19612225_19613139	0.32059083	0.337109521	0.305691944	NaN	0.370816463	0.310320183	0.327729333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DGUOK_chr2_+_74177727_74177859_74174033_74185272	-0.327982384	-0.333955702	-0.355586335	NaN	NaN	-0.325428008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
UQCRH_chr1_+_46775568_46775716_46774799_46775826	-0.372778284	-0.35802913	-0.400614931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TTLL7_chr1_-_84414310_84414378_84412965_84415547	0.360594547	0.367150004	0.330430188	NaN	0.362851631	0.339717472	0.389006005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MOGS_chr2_-_74691622_74691849_74690513_74692022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.329126824	0.336977956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SLC2A11_chr22_+_24219907_24220056_24219358_24224645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.31451576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.315359453	NaN	NaN	NaN	NaN	NaN	0.312127624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
VIPAS39_chr14_-_77907408_77907516_77904224_77908902	NaN	NaN	NaN	0.34069189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.300942707	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAHD2A_chr2_+_96076611_96076774_96076334_96078181	NaN	NaN	NaN	0.30828789	NaN	NaN	NaN	0.313842529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PPP3CC_chr8_+_22396981_22397011_22390531_22398127	0.388586548	0.374280759	0.354678641	NaN	NaN	0.307937442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IVNS1ABP_chr1_-_185275616_185275757_185274775_185276145	NaN	NaN	NaN	NaN	NaN	NaN	-0.373921368	-0.437116309	-0.312462813	-0.369497729	-0.324970046	NaN	NaN	NaN	-0.346096699	NaN	-0.348844235	NaN	NaN	NaN	-0.328308889	NaN	NaN	NaN	NaN	NaN	NaN	-0.300899688	-0.344619551	NaN	NaN	NaN	-0.313130354	NaN	NaN	NaN	NaN	NaN	NaN	-0.307399824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FANCL_chr2_-_58390163_58390209_58388773_58390568	NaN	NaN	NaN	NaN	0.302228548	NaN	0.337762026	NaN	NaN	NaN	0.313078648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SMAD4_chr18_+_48603676_48603789_48603146_48604625	-0.44242079	-0.457510366	-0.422318462	NaN	-0.391172936	-0.367293572	-0.312026622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SHROOM1_chr5_-_132163152_132163299_132161874_132166285	-0.327962331	-0.318175476	-0.317448955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ABLIM3_chr5_+_148622053_148622101_148619451_148624443	-0.31184808	-0.316823647	NaN	NaN	-0.314467878	NaN	NaN	NaN	NaN	NaN	NaN	0.304254805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
USP53_chr4_+_120135224_120135377_120134028_120138704	-0.406664126	-0.395475856	-0.41250991	NaN	NaN	-0.365147857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TMEM267_chr5_-_43476215_43476360_43454145_43483923	NaN	NaN	NaN	-0.358509031	NaN	NaN	NaN	-0.303728427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3000732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LRRFIP1_chr2_+_238647874_238647952_238617273_238657006	-0.418801354	-0.429639405	-0.413528981	NaN	-0.385932497	-0.302142549	NaN	NaN	NaN	NaN	NaN	0.424011433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TJP1_chr15_-_30011980_30012220_30011342_30012561	-0.390062363	-0.354631537	-0.35900875	0.358811411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
